Date,Q,COND,UKIH,Local,Fixed,Slide,LH,Chapman,CM,Boughton,Furey,Eckhardt,EWMA,Willems,Mean,Load_COND_min,Load_COND_max,Load_UKIH_min,Load_UKIH_max,Load_Local_min,Load_Local_max,Load_Fixed_min,Load_Fixed_max,Load_Slide_min,Load_Slide_max,Load_LH_min,Load_LH_max,Load_Chapman_min,Load_Chapman_max,Load_CM_min,Load_CM_max,Load_Boughton_min,Load_Boughton_max,Load_Furey_min,Load_Furey_max,Load_Eckhardt_min,Load_Eckhardt_max,Load_EWMA_min,Load_EWMA_max,Load_Willems_min,Load_Willems_max,Load_Mean_min,Load_Mean_max,Load_Q
2019-07-18,10.78871871,3.209249271,1.665569972,3.756701702,4.757230296,2.256852706,3.498480977,2.406039071,2.485116268,2.045575465,1.949108351,2.047662377,2.002541487,1.996793387,2.572306005,443.6466192,784.6999577,142.4661931,197.6298706,321.3332368,970.4912909,564.4739179,1228.963846,267.7891146,583.0263007,299.2460688,415.1157587,285.490972,669.3793179,294.8739558,691.3792266,242.7198023,402.962002,231.2734004,383.9587522,242.9674269,403.3731069,237.6135626,394.4846526,236.931516,393.3523229,206.6899321,305.2195412,4176.010929
2019-07-19,6.059805258,1.991173172,1.643051337,4.256965999,4.757230296,4.757230296,3.419403012,2.488708599,2.509770436,2.04399809,2.002215051,2.046229953,2.027290796,2.022720734,2.83123455,275.2597793,486.8657346,140.5400391,194.9578994,364.1238437,1099.727568,564.4739179,1228.963846,564.4739179,1228.963846,292.482056,405.7326837,295.3002075,692.378642,297.7993208,698.2382135,242.5326373,402.6512717,237.5748291,394.4203474,242.7974612,403.0909308,240.5502166,399.3600685,240.0079514,398.4598028,227.4953586,335.9429667,1853.427797
2019-07-20,4.757230296,1.979588206,1.620532701,4.757230296,4.757230296,4.757230296,3.319059587,2.498574897,2.503835037,2.027792621,2.000951648,2.030095172,2.043943427,2.014027361,2.860875278,273.6582736,484.0330714,138.6138851,192.2859281,1228.963846,1228.963846,1228.963846,1228.963846,1228.963846,1228.963846,283.8990808,393.8263342,296.4709029,695.123525,297.0950501,696.5869379,240.6097612,399.458924,237.4249187,394.1714671,240.8829727,399.9125081,242.5261512,402.6405036,238.9764305,396.747278,229.8770504,339.4600169,1228.963846
2019-07-21,45.59012367,7.530954914,1.598014066,4.525598488,4.757230296,4.757230296,3.145913228,2.96034098,3.422109352,2.472388915,1.985256556,2.476935658,2.309575127,2.22672242,3.053109615,1041.079207,1841.408848,136.6877311,189.6139569,1169.125011,1259.057704,1228.963846,1644.09879,406.9144506,1228.963846,269.0888339,373.2814799,351.2622193,823.5905435,406.0538071,952.0581985,293.363779,487.0408372,235.5626018,391.0796595,293.9032774,487.9365092,274.0449462,454.9678233,264.2139754,438.6465029,245.3234638,362.2697744,17301.99901
2019-07-22,34.54655334,2.4810511,1.57549543,4.293966679,4.757230296,3.567922722,2.793526431,3.741854542,4.04894041,2.777319352,2.423858346,2.783422104,2.506220694,2.598751844,3.155709071,342.980504,606.6467665,134.7615771,186.9419857,1109.286176,1194.615882,1228.963846,1644.09879,305.1858379,921.7228843,238.9470768,331.4686721,443.9934924,1041.013868,480.4310732,1126.447614,329.545605,547.1096938,287.6053359,477.4807033,330.269733,548.311887,297.3781226,493.7054269,308.3574988,511.9333233,253.5675353,374.4438154,13839.62564
2019-07-23,9.202975275,1.681340332,1.552976795,4.062334871,4.757230296,2.786377745,2.291750209,4.071212569,4.073945795,2.786172559,2.724709323,2.792412218,2.547070897,2.754543559,3.100061403,232.4284875,411.1078872,132.8354231,184.2700145,1049.447341,1130.17406,1228.963846,1644.09879,238.3356068,719.8216811,196.0271458,271.9299127,483.0737985,1132.643907,483.3981121,1133.404312,330.5960911,548.8537048,323.3031094,536.745939,331.3364641,550.0828677,302.2252442,501.7525901,326.8431204,542.6230448,249.0961339,367.8408857,3729.192829
2019-07-24,4.983765072,1.666683962,1.530458159,3.830703062,4.757230296,2.384278517,1.902429671,4.047203581,4.002349924,2.747166477,2.733619265,2.753313151,2.561934731,2.739662842,2.999195806,230.4023909,407.5242289,130.9092691,181.5980433,989.6085063,1065.732238,1644.09879,1644.09879,203.9416472,615.944975,162.7262243,225.734695,480.224988,1125.964414,474.9028325,1113.485768,325.9677855,541.1698187,324.3603274,538.5011262,326.6971251,542.3806642,303.9889274,504.6806465,325.0774341,539.6916626,240.9913814,355.8725775,1722.389209
2019-07-25,3.567922722,1.616558824,1.507939524,3.567922722,1.744317775,2.112436786,1.70999068,3.567922722,3.567922722,2.693534239,2.695337575,2.699517718,2.568071258,2.693774599,2.59405736,223.4730919,395.2680313,128.9831151,178.9260721,992.6246446,992.6246446,195.9217725,602.836223,180.6893929,545.7184695,146.2657628,202.900654,992.6246446,992.6246446,992.6246446,992.6246446,319.6039985,530.6046967,319.8179752,530.9599395,320.3139743,531.7833944,304.7170631,505.8894932,319.6325187,530.6520458,208.437697,307.80047,992.6246446
2019-07-26,2.786377745,1.473840329,1.485420888,2.786377745,1.744317775,1.917050542,1.591031797,2.786377745,2.786377745,2.632924984,2.642633889,2.638712014,2.569402927,2.637166209,2.351482855,203.7436871,360.3716466,127.0569611,176.2541009,736.6736937,736.6736937,195.9217725,602.836223,163.9768352,495.2431688,136.0904958,188.7854689,736.6736937,736.6736937,736.6736937,736.6736937,312.4123469,518.6651585,313.5643666,520.577735,313.0990126,519.805157,304.8750737,506.1518215,312.9155936,519.5006458,188.9463504,279.0175496,736.6736937
2019-07-27,2.384278517,1.363186939,1.462902253,2.384278517,1.744317775,1.823604947,1.510413175,2.384278517,2.384278517,2.384278517,2.384278517,2.384278517,2.384278517,2.384278517,2.134622191,188.4469625,333.3155649,125.1308071,173.5821297,469.6837936,469.6837936,195.9217725,469.6837936,155.9838727,469.6837936,129.1947014,179.2195857,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,469.6837936,171.5211623,253.2857306,469.6837936
2019-07-28,2.112436786,1.244746637,1.440383617,2.112436786,1.744317775,1.744317775,1.450579839,2.112436786,2.112436786,2.112436786,2.112436786,2.112436786,2.112436786,2.112436786,1.939924441,172.0737751,304.3554897,123.2046531,170.9101585,340.085423,340.085423,195.9217725,340.085423,149.2019652,340.085423,124.0767971,172.1200014,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,340.085423,155.8768087,230.1836744,340.085423
2019-07-29,1.917050542,1.140803186,1.417864982,1.917050542,1.744317775,1.577248378,1.404836827,1.917050542,1.917050542,1.917050542,1.917050542,1.917050542,1.917050542,1.917050542,1.790056025,157.7046324,263.3567353,121.2784991,168.2381872,263.3567353,263.3567353,195.9217725,263.3567353,134.9115173,263.3567353,120.1641228,166.6923185,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,263.3567353,143.8345817,212.4008876,263.3567353
2019-07-30,1.823604947,1.127763159,1.395346346,1.823604947,1.744317775,1.438495828,1.36709432,1.823604947,1.823604947,1.823604947,1.823604947,1.823604947,1.823604947,1.823604947,1.711174487,155.9019791,204.8273076,119.3523451,165.566216,204.8273076,204.8273076,195.9217725,195.9217725,123.0431791,204.8273076,116.9357797,162.2139436,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,204.8273076,137.4962924,203.0411199,204.8273076
2019-07-31,1.744317775,1.102481582,1.372827711,1.744317775,1.744317775,1.308238331,1.333294289,1.744317775,1.744317775,1.744317775,1.744317775,1.744317775,1.744317775,1.744317775,1.642768359,152.4070538,153.7232369,117.4261911,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,111.9014739,153.7232369,114.0446603,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,153.7232369,131.9997232,153.7232369,153.7232369
2019-08-01,1.577248378,1.021431548,1.350309075,1.577248378,1.282753169,1.282753169,1.306741144,1.577248378,1.577248378,1.577248378,1.577248378,1.577248378,1.577248378,1.577248378,1.486711965,130.8232895,130.8232895,115.5000371,130.8232895,130.8232895,130.8232895,109.7215751,113.0464713,109.7215751,130.8232895,111.7734105,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,130.8232895,119.4602798,130.8232895,130.8232895
2019-08-02,1.438495828,0.953960469,1.32779044,1.438495828,1.282753169,1.282753169,1.290433229,1.438495828,1.438495828,1.438495828,1.438495828,1.438495828,1.438495828,1.438495828,1.390974719,115.5860168,115.5860168,113.5738831,115.5860168,115.5860168,115.5860168,109.7215751,113.0464713,109.7215751,115.5860168,110.3784967,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,115.5860168,111.7676006,111.7676006,115.5860168
2019-08-03,1.308238331,0.903205626,1.305271804,1.308238331,1.282753169,1.282753169,1.283708863,1.308238331,1.308238331,1.308238331,1.308238331,1.308238331,1.308238331,1.308238331,1.301699471,111.9014739,111.9014739,111.6477291,111.6477291,111.9014739,111.9014739,109.7215751,109.7215751,109.7215751,109.7215751,109.8033213,109.8033213,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.9014739,111.342166,111.342166,111.9014739
2019-08-04,1.282753169,0.913058356,1.282753169,1.282753169,1.282753169,1.282753169,1.282753169,1.278005964,1.278059672,1.278005139,1.277951012,1.278005395,1.282753169,1.27797787,1.280377006,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.53028895,97.16934943,97.16934943,97.17343298,97.17343298,97.16928676,97.16928676,97.16517133,97.16517133,97.16930621,97.16930621,97.53028895,97.53028895,97.16721342,97.16721342,97.34962448,97.34962448,97.53028895
2019-08-05,11.3267388,5.836989657,1.301765909,1.301765909,1.282753169,1.282753169,1.629079074,1.363800621,1.47651575,1.3620156,1.248418246,1.362552697,1.344021481,1.304785509,1.355018928,806.9054502,1076.493256,98.9758656,101.2253171,98.9758656,101.2253171,97.53028895,99.74688642,97.53028895,99.74688642,123.8621402,126.6771888,103.6924888,106.0491363,112.2624455,114.8138647,103.5567701,164.749407,94.91973605,151.008671,103.5976067,164.8143743,102.1886413,104.5111104,99.20545184,157.8268552,103.0247991,105.3662718,1076.493256
2019-08-06,7.192479138,1.202104356,1.320778649,1.320778649,1.282753169,1.282753169,1.603511672,1.513294119,1.572443313,1.396556786,1.331512056,1.397387763,1.379697073,1.363728918,1.397099611,166.1789062,293.9289404,100.4214423,102.7037478,100.4214423,102.7037478,97.53028895,99.74688642,97.53028895,99.74688642,121.9181994,124.6890676,115.0587785,117.6737507,119.55601,122.273192,106.1830056,168.9275089,101.2375246,161.0596983,106.2461864,169.0280238,104.9011279,107.2852444,103.6870371,164.9566499,106.2242777,108.6384658,1062.645638
2019-08-07,3.596239569,1.867235189,1.339791389,1.339791389,1.282753169,1.282753169,1.543139369,1.567483643,1.582656244,1.389382952,1.365816432,1.390304393,1.393217982,1.377419725,1.404542488,258.1265925,354.2152126,101.8670189,104.1821784,101.8670189,104.1821784,97.53028895,99.74688642,97.53028895,99.74688642,117.3279725,119.9945174,119.1789163,121.8875281,120.3325196,123.0673496,105.6375646,168.0597619,103.845755,165.2091556,105.7076236,168.1712193,105.9291496,108.3366303,104.7279765,166.6126899,106.7901745,109.2172239,354.2152126
2019-08-08,2.327644823,1.425890732,1.35880413,1.35880413,1.41584235,1.41584235,1.473889851,1.563523738,1.563702026,1.368155217,1.358981882,1.369096824,1.398917986,1.363433431,1.41741616,197.1151348,203.1195978,103.3125956,105.6606091,103.3125956,105.6606091,107.6493256,110.0959011,107.6493256,110.0959011,112.0627932,114.6096748,118.8778369,121.5796059,118.8913924,121.5934695,104.0235775,165.4920551,103.3261105,164.3824485,104.0951697,165.6059519,106.3625323,108.7798626,103.6645706,164.9209078,107.7689854,110.2182806,203.1195978
2019-08-09,1.735822721,1.070099861,1.37781687,1.37781687,1.41584235,1.41584235,1.428659263,1.538456059,1.532214196,1.340981934,1.33828414,1.341912597,1.400973105,1.339520359,1.404026674,139.4768273,139.4768273,104.7581722,107.1390398,104.7581722,107.1390398,107.6493256,110.0959011,107.6493256,110.0959011,108.6238211,111.0925443,116.9718911,119.6303431,116.4973097,119.1449759,101.9575384,139.4768273,101.7524197,139.4768273,102.0282986,139.4768273,106.5187871,108.9396686,101.846412,139.4768273,106.7509561,109.1771142,139.4768273
2019-08-10,1.427169089,0.846507156,1.39682961,1.39682961,1.41584235,1.41584235,1.416267103,1.427169089,1.427169089,1.311257947,1.311718906,1.312163013,1.4011329,1.311388983,1.378634246,110.9766684,110.9766684,108.6174705,108.6174705,108.6174705,108.6174705,110.0959011,110.0959011,110.0959011,110.0959011,110.1289299,110.1289299,110.9766684,110.9766684,110.9766684,110.9766684,99.69756422,110.9766684,99.73261182,110.9766684,99.76637823,110.9766684,108.9520943,108.9520943,99.70752713,110.9766684,107.202599,107.202599,110.9766684
2019-08-11,1.41584235,0.856313616,1.41584235,1.41584235,1.41584235,1.41584235,1.41584235,1.394376853,1.394619707,1.282421715,1.282633957,1.283303004,1.401222628,1.28243028,1.366684991,118.3767942,209.3789548,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,229.9781046,226.4914211,226.4914211,226.5308683,226.5308683,97.50508785,155.1217307,97.52122502,155.1474034,97.572094,155.2283314,227.6033939,227.6033939,97.50573905,155.1227667,221.9933765,221.9933765,229.9781046
2019-08-12,1.925545596,1.179568976,1.419240372,1.419240372,1.41584235,1.41584235,1.434956222,1.368788601,1.375076585,1.260315703,1.2544197,1.261202679,1.404420998,1.257249581,1.357216293,163.0397967,163.0397967,150.8255128,163.0397967,150.8255128,163.0397967,150.4643982,163.0397967,150.4643982,163.0397967,152.4956676,163.0397967,137.7767855,163.0397967,138.4097088,163.0397967,95.82432354,152.4477875,95.37603867,151.734607,95.89176208,152.555076,149.2506283,163.0397967,95.59120011,152.0769093,104.364504,163.0397967,163.0397967
2019-08-13,1.769802938,1.080720001,1.422638393,1.422638393,1.41584235,1.41584235,1.44170896,1.348422015,1.352893835,1.237209418,1.232836294,1.23809474,1.406649828,1.234909937,1.347473876,149.398733,154.4400836,151.1866273,154.4400836,151.1866273,154.4400836,150.4643982,154.4400836,150.4643982,154.4400836,153.2132946,154.4400836,135.7267663,154.4400836,136.1768818,154.4400836,94.06750644,149.6528512,93.7350091,149.1238781,94.13481928,149.7599398,149.4874905,154.4400836,93.89267232,149.374706,103.6153512,154.4400836,154.4400836
2019-08-14,1.520614684,0.946302229,1.426036415,1.426036415,1.41584235,1.41584235,1.439201543,1.324353974,1.326076484,1.212083757,1.210261713,1.212955412,1.407345014,1.211069722,1.335592096,130.8168201,153.7158972,151.5477419,153.7158972,151.5477419,153.7158972,150.4643982,153.7158972,150.4643982,153.7158972,152.9468264,153.7158972,133.3041736,153.7158972,133.4775545,153.7158972,92.15715224,146.6136513,92.01861857,146.3932568,92.22342586,146.7190866,149.5613693,153.7158972,92.08005308,146.4909935,102.7016898,153.7158972,153.7158972
2019-08-15,1.905723803,1.185961638,1.429434436,1.429434436,1.432832458,1.432832458,1.435234742,1.302942953,1.309186752,1.192157194,1.185691497,1.193037469,1.410385124,1.188805222,1.328497895,163.9473369,177.8268995,151.9088564,177.8268995,151.9088564,177.8268995,152.269971,177.8268995,152.269971,177.8268995,152.5252665,177.8268995,131.1490259,177.8268995,131.7775018,177.8268995,90.64209575,144.2033341,90.15049592,143.4212435,90.70902483,144.3098122,149.8844479,177.8268995,90.38723867,143.7978797,102.1561742,177.8268995,177.8268995
2019-08-16,1.432832458,0.913971405,1.432832458,1.432832458,1.432832458,1.432832458,1.432832458,1.281507465,1.282361073,1.16758116,1.166242709,1.168445608,1.410522053,1.166811378,1.317302811,126.347407,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,152.269971,128.9914154,152.269971,129.0773362,152.269971,88.77353074,141.2306171,88.67176569,141.0687181,88.83925645,141.3351807,149.8989996,149.8989996,88.71500267,141.1375042,101.295317,152.269971,152.269971
2019-08-17,1.492297837,1.004154349,1.41356127,1.421694498,1.432832458,1.432832458,1.43506241,1.25632224,1.258094928,1.144514951,1.142205265,1.14536856,1.411020885,1.14325762,1.303063962,112.8177165,112.8177165,88.74903085,112.8177165,107.4801041,107.4801041,108.3221338,108.3221338,108.3221338,108.3221338,108.4907182,108.4907182,112.8177165,112.8177165,112.8177165,112.8177165,87.01976077,112.8177165,86.84415069,112.8177165,87.08466235,112.8177165,112.8177165,112.8177165,86.92416337,112.8177165,100.2004064,112.8177165,112.8177165
2019-08-18,2.593823185,1.568766543,1.394290083,1.410556538,1.432832458,1.432832458,1.480662267,1.2455752,1.259851566,1.134652574,1.119652249,1.13555559,1.418235979,1.127002943,1.299308325,170.3208056,170.3208056,87.53910861,148.1739957,106.6380743,165.7460355,108.3221338,170.3208056,108.3221338,170.3208056,111.9380674,170.3208056,125.3746173,170.3208056,126.8116193,170.3208056,86.26990449,137.2475753,85.12939978,135.433136,86.33856264,137.3568042,142.7539607,150.718774,85.68828774,136.3222759,99.91161299,170.3208056,170.3208056
2019-08-19,2.724080681,1.817113576,1.375018895,1.399418579,1.432832458,1.432832458,1.569033992,1.249415556,1.264476093,1.126595311,1.110112782,1.127553496,1.426201632,1.118193598,1.302640404,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271,58.84014271
2019-08-20,2.197387327,1.376017212,1.355747708,1.388280619,1.432832458,1.492297837,1.588437493,1.248543654,1.256973652,1.112876671,1.102347672,1.113860502,1.430905865,1.107468355,1.302547707,102.5213031,102.5213031,85.11926413,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,102.5213031,84.61423907,102.5213031,83.81369819,102.5213031,84.68904166,102.5213031,102.5213031,102.5213031,84.20303394,102.5213031,100.1607085,102.5213031,102.5213031
2019-08-21,12.7142643,6.143941677,1.33647652,1.377142659,1.432832458,2.197387327,1.566892565,1.362030838,1.487780029,1.218167715,1.088995698,1.219737238,1.499734351,1.152984583,1.411680165,849.3384975,1502.267467,83.90934189,142.0300328,104.111985,161.819771,108.3221338,249.4503996,166.1224819,382.5563441,118.4570779,190.8851198,137.0965761,221.2373931,149.7539866,241.6630857,92.61972769,147.3495668,82.7985209,131.7249196,92.73906166,147.5394163,150.9572608,159.379769,87.66372382,139.4650152,108.552558,229.3020326,1889.441389
2019-08-22,7.022578056,3.803350028,1.317205333,1.366004699,1.676357342,1.761307883,1.502200961,1.525538803,1.579353415,1.25570796,1.192970931,1.257534474,1.533423698,1.223930854,1.432628029,525.7751079,929.964722,82.69941965,139.9820451,103.2699553,160.5110162,126.7326151,291.8471078,133.154876,306.6366572,113.5663927,183.0041299,153.5546338,247.7963189,158.9713973,256.5375339,95.4739876,151.8904348,90.70396583,144.3017638,95.61286112,152.11137,154.3482957,162.9600032,93.0579107,148.0466761,110.163365,232.7046361,1007.206235
2019-08-23,3.709506957,2.31209193,1.297934145,1.354866739,1.676357342,1.761307883,1.400323359,1.578519788,1.591816575,1.254622466,1.230134214,1.256518745,1.546697806,1.242087073,1.432598845,319.6235883,490.3671437,81.48949742,137.9340575,102.4279255,159.2022613,126.7326151,291.8471078,133.154876,306.6366572,105.864446,170.5929929,158.8874878,256.4021262,160.2258892,258.5619499,95.39145535,151.7591335,93.52956454,148.7970345,95.53563325,151.9885074,155.6844143,164.3706692,94.43836433,150.2428523,110.1611208,232.6998955,490.3671437
2019-08-24,2.231367544,1.518830009,1.278662958,1.34372878,1.676357342,1.761307883,1.30744509,1.574249151,1.570269306,1.2369132,1.229207348,1.238798176,1.550874291,1.232825215,1.416719895,209.9630604,360.5175913,80.27957518,135.8860698,101.5858957,157.8935065,126.7326151,291.8471078,133.154876,306.6366572,98.84284879,159.2781906,158.4576225,255.7084381,158.0570272,255.0619839,94.04498439,149.6170206,93.45909306,148.6849208,94.18830292,149.8450274,156.1048026,164.8145127,93.73416673,149.122538,108.940093,230.120646,360.5175913
2019-08-25,1.761307883,1.289666031,1.25939177,1.33259082,1.676357342,1.676357342,1.251588931,1.547880456,1.539060938,1.214510633,1.211886286,1.216360576,1.552157936,1.212984005,1.390927253,178.2834322,306.6366572,79.06965294,133.8380822,100.743866,156.5847517,291.8471078,291.8471078,291.8471078,291.8471078,94.6201232,152.4735699,155.8034552,251.4253183,154.9157177,249.9927462,92.34167246,146.9072062,92.14213807,146.5897651,92.48232733,147.1309753,156.2340092,164.9509282,92.22559988,146.7225453,106.956742,225.9310955,306.6366572
2019-08-26,1.985010975,1.519107956,1.240120583,1.32145286,1.676357342,1.413010665,1.209920278,1.51989963,1.51432671,1.195394849,1.18993513,1.197224039,1.554798339,1.192443657,1.352073673,210.0014838,324.1443522,77.8597307,131.7900946,99.90183622,155.2759969,192.6335749,291.8471078,166.0344052,245.9995047,91.46997304,147.397328,152.9870172,246.8803367,152.4260693,245.9751161,90.88826114,144.5949609,90.4731478,143.9345533,91.02733812,144.8162197,156.4997817,165.2315291,90.6638761,144.2379847,103.9690572,219.6200309,324.1443522
2019-08-27,2.050139723,1.590884178,1.220849395,1.3103149,1.676357342,1.274258115,1.163779312,1.496504706,1.492185515,1.177666193,1.171222025,1.179479804,1.557819922,1.174221367,1.324554883,219.9238288,258.6128252,76.64980846,129.7421069,99.05980646,153.967242,192.6335749,258.6128252,149.7304255,221.8432408,87.98171599,141.7762509,150.6321777,243.0802524,150.1974252,242.3786776,89.54031596,142.4505027,89.05035299,141.6710161,89.67820843,142.6698771,156.8039221,165.5526387,89.27839895,142.0338165,101.8529723,215.1500987,258.6128252
2019-08-28,1.676357342,1.295942139,1.201578208,1.29917694,1.676357342,1.265763061,1.117681216,1.470648658,1.462588602,1.156330089,1.153873851,1.158109666,1.558543,1.154896134,1.306295564,179.1510413,192.6335749,75.43988622,127.6941193,98.21777669,152.6584872,192.6335749,192.6335749,148.7322227,192.6335749,84.49669995,136.1603965,148.0296113,192.6335749,147.2183183,192.6335749,87.91808933,139.8696876,87.73133663,139.572581,88.05339413,140.0849452,156.8767042,165.6294817,87.80906288,139.6962364,100.4489037,192.6335749,192.6335749
2019-08-29,1.413010665,0.88483581,1.18230702,1.288038981,1.265763061,1.265763061,1.083059369,1.413010665,1.413010665,1.132754551,1.132966402,1.134488341,1.413010665,1.132668542,1.23807011,122.3197024,142.2280015,74.22996399,125.6461316,97.37574693,142.2280015,142.2280015,142.2280015,142.2280015,142.2280015,81.87928827,131.9426245,142.2280015,142.2280015,142.2280015,142.2280015,86.12559405,137.0179905,86.14170148,137.043616,86.25741755,137.2277097,142.2280015,142.2280015,86.11905459,137.0075868,95.2026392,142.2280015,142.2280015
2019-08-30,1.274258115,0.832650144,1.163035833,1.274258115,1.265763061,1.265763061,1.061931664,1.274258115,1.274258115,1.108420446,1.109848859,1.110103851,1.274258115,1.108952383,1.190904301,115.1055559,149.7304255,73.02004175,123.598144,149.7304255,149.7304255,148.7322227,148.7322227,148.7322227,148.7322227,80.28203381,129.3687631,149.7304255,149.7304255,149.7304255,149.7304255,84.27542335,134.0745371,84.38402846,134.247318,84.40341597,134.2781618,149.7304255,149.7304255,84.31586758,134.1388802,91.57577717,149.7304255,149.7304255
2019-08-31,1.265763061,0.881267341,1.143764645,1.265763061,1.265763061,1.265763061,1.0450604,1.244997849,1.245232781,1.084821885,1.085981511,1.086457442,1.265763061,1.085223949,1.173716059,121.8263973,157.481177,71.81011951,121.5501564,157.481177,157.481177,157.481177,157.481177,157.481177,157.481177,79.00656625,127.3134382,154.8976524,154.8976524,154.9268816,154.9268816,82.48117756,131.2200552,82.56934628,131.3603236,82.60553224,131.4178922,157.481177,157.481177,82.51174731,131.2686889,90.25407007,157.481177,157.481177
2019-09-01,1.51211963,1.052789173,1.124493458,1.234614529,1.265763061,1.265763061,1.026791061,1.219798788,1.223095382,1.064806302,1.062837548,1.06641,1.267265836,1.063637557,1.157106382,145.5375753,176.3736336,70.60019727,119.5021687,61.86900329,153.6058013,79.46966806,157.481177,79.46966806,157.481177,77.62540423,125.0877942,61.12655685,151.762486,61.2917558,152.1726351,80.95935275,128.7989703,80.80966445,128.5608298,81.08128509,128.9929535,58.03063717,157.6681463,80.8704907,128.6575988,88.97685234,176.3736336,176.3736336
2019-09-02,2.398436941,1.758517841,1.10522227,1.203465998,1.265763061,1.234614529,1.004597487,1.20871451,1.222014839,1.055464617,1.043224244,1.057085799,1.27416598,1.049124571,1.143621492,115.0098482,115.0098482,69.39027503,115.0098482,60.30808808,115.0098482,79.46966806,115.0098482,77.51403862,115.0098482,75.94756999,115.0098482,60.57110154,115.0098482,61.2376076,115.0098482,80.24908575,115.0098482,79.31842572,115.0098482,80.37234744,115.0098482,58.34660855,115.0098482,79.76703935,115.0098482,87.93991824,115.0098482,115.0098482
2019-09-03,1.908555488,1.544130094,1.085951083,1.172317466,1.265763061,1.127010511,0.976020055,1.202674065,1.209898464,1.040920359,1.034132245,1.042532818,1.278035756,1.037325285,1.122715097,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796,57.71471796
2019-09-04,1.424337404,1.110810286,1.066679895,1.141168934,1.265763061,1.064713447,0.941763191,1.185763338,1.18737383,1.021415093,1.019907923,1.022994091,1.278928196,1.020481536,1.101412711,57.8394933,57.8394933,57.8394933,57.8394933,57.18625764,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933,57.8394933
2019-09-05,1.234614529,0.938833473,1.047408707,1.110020403,0.985426276,1.030733231,0.910950427,1.161914651,1.161575613,1.000437699,1.000790064,1.001975289,1.234614529,1.000444655,1.053857629,56.53546851,56.53546851,56.53546851,56.53546851,55.62534242,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851,56.53546851
