 Huron                     SWAT+ Jun 13 2023       MODULAR Rev 2023.60.5.7                                
   jday   mon   day    yr   unit  gis_id  name                       flo          dep_wt            stor          rchrg           seep          revap         no3_st           minp           orgn           orgp       no3_rchg       no3_loss        no3_lat       no3_seep        flo_cha        flo_res         flo_ls
                                                                       mm              m              mm             mm             mm             mm        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_N        kg/ha_N        kg/ha_N             mm             mm             mm
   120     4    30  2018      22     220  aqu220                    0.283          6.918          0.000          0.331          0.048          0.000          0.046          0.000          0.500          0.000          0.052          0.032          0.000          0.000          0.283          0.000          0.000
   120     4    30  2018      23     230  aqu230                    0.422          6.918          0.000          0.471          0.049          0.000          0.055          0.000          0.500          0.000          0.076          0.039          0.000          0.000          0.422          0.000          0.000
   120     4    30  2018      24     240  aqu240                    0.304          6.918          0.000          0.349          0.045          0.000          0.049          0.000          0.500          0.000          0.057          0.034          0.000          0.000          0.304          0.000          0.000
   120     4    30  2018      25     250  aqu250                    0.299          6.918          0.000          0.334          0.035          0.000          0.041          0.000          0.500          0.000          0.043          0.029          0.000          0.000          0.299          0.000          0.000
   120     4    30  2018      26     260  aqu260                    0.473          6.918          0.000          0.529          0.056          0.000          0.076          0.000          0.500          0.000          0.093          0.053          0.000          0.000          0.473          0.000          0.000
   120     4    30  2018      27     270  aqu270                    0.306          6.918          0.000          0.343          0.038          0.000          0.043          0.000          0.500          0.000          0.045          0.030          0.000          0.000          0.306          0.000          0.000
   120     4    30  2018      28       2  aqu_deep002               0.030          6.918          0.000          0.049          0.019          0.000          0.000          0.000          0.500          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018       1      10  aqu010                    0.184          6.918          0.000          0.223          0.040          0.000          0.078          0.000          0.500          0.000          0.063          0.056          0.000          0.000          0.184          0.000          0.000
   151     5    31  2018       2      20  aqu020                    0.977          6.917          0.000          1.037          0.060          0.000          0.211          0.000          0.500          0.000          0.190          0.152          0.000          0.000          0.977          0.000          0.000
   151     5    31  2018       3      30  aqu030                    0.177          6.918          0.000          0.214          0.037          0.000          0.189          0.000          0.500          0.000          0.158          0.136          0.000          0.000          0.177          0.000          0.000
   151     5    31  2018       4      40  aqu040                    1.243          6.917          0.000          1.316          0.073          0.000          0.137          0.000          0.500          0.000          0.143          0.099          0.000          0.000          1.243          0.000          0.000
   151     5    31  2018       5      50  aqu050                    1.095          6.917          0.000          1.172          0.077          0.000          0.152          0.000          0.500          0.000          0.164          0.110          0.000          0.000          1.095          0.000          0.000
   151     5    31  2018       6      60  aqu060                    0.099          6.918          0.000          0.135          0.037          0.000          0.634          0.000          0.500          0.000          0.460          0.458          0.000          0.000          0.099          0.000          0.000
   151     5    31  2018       7      70  aqu070                    0.169          6.918          0.000          0.220          0.051          0.000          0.695          0.000          0.500          0.000          0.703          0.502          0.000          0.000          0.169          0.000          0.000
   151     5    31  2018       8      80  aqu080                    0.951          6.917          0.000          1.032          0.081          0.000          0.122          0.000          0.500          0.000          0.120          0.088          0.000          0.000          0.951          0.000          0.000
   151     5    31  2018       9      90  aqu090                    0.141          6.918          0.000          0.180          0.040          0.000          0.510          0.000          0.500          0.000          0.367          0.368          0.000          0.000          0.141          0.000          0.000
   151     5    31  2018      10     100  aqu100                    0.190          6.918          0.000          0.230          0.039          0.000          0.061          0.000          0.500          0.000          0.057          0.044          0.000          0.000          0.190          0.000          0.000
   151     5    31  2018      11     110  aqu110                    0.520          6.918          0.000          0.580          0.060          0.000          0.093          0.000          0.500          0.000          0.094          0.067          0.000          0.000          0.520          0.000          0.000
   151     5    31  2018      12     120  aqu120                    0.611          6.917          0.000          0.697          0.086          0.000          0.105          0.000          0.500          0.000          0.090          0.076          0.000          0.000          0.611          0.000          0.000
   151     5    31  2018      13     130  aqu130                    0.110          6.918          0.000          0.168          0.059          0.000          0.043          0.000          0.500          0.000          0.039          0.031          0.000          0.000          0.110          0.000          0.000
   151     5    31  2018      14     140  aqu140                    0.276          6.918          0.000          0.323          0.047          0.000          0.069          0.000          0.500          0.000          0.066          0.050          0.000          0.000          0.276          0.000          0.000
   151     5    31  2018      15     150  aqu150                    0.387          6.918          0.000          0.427          0.040          0.000          0.049          0.000          0.500          0.000          0.054          0.035          0.000          0.000          0.387          0.000          0.000
   151     5    31  2018      16     160  aqu160                    0.108          6.918          0.000          0.135          0.027          0.000          0.042          0.000          0.500          0.000          0.038          0.030          0.000          0.000          0.108          0.000          0.000
   151     5    31  2018      17     170  aqu170                    0.211          6.918          0.000          0.251          0.039          0.000          0.184          0.000          0.500          0.000          0.176          0.133          0.000          0.000          0.211          0.000          0.000
   151     5    31  2018      18     180  aqu180                    0.382          6.918          0.000          0.416          0.034          0.000          0.107          0.000          0.500          0.000          0.072          0.077          0.000          0.000          0.382          0.000          0.000
