 Huron                     SWAT+ Jun 13 2023       MODULAR Rev 2023.60.5.7                                
   jday   mon   day    yr   unit  gis_id  name                       flo          dep_wt            stor          rchrg           seep          revap         no3_st           minp           orgn           orgp       no3_rchg       no3_loss        no3_lat       no3_seep        flo_cha        flo_res         flo_ls
                                                                       mm              m              mm             mm             mm             mm        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_N        kg/ha_N        kg/ha_N             mm             mm             mm
   151     5    31  2018       9      90  aqu090                    0.000          3.287        335.576          2.690          0.135          2.285          2.089          0.000          0.500          0.000          2.004          1.508          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      10     100  aqu100                    0.000          3.320        333.910          2.405          0.120          2.206          1.665          0.000          0.500          0.000          2.119          1.202          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      11     110  aqu110                    0.000          3.293        335.296          2.232          0.112          2.217          1.915          0.000          0.500          0.000          2.118          1.383          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      12     120  aqu120                   16.026          2.869        355.909         19.537          0.977          2.217          8.132          0.000          0.500          0.000          8.171          5.872          0.379          0.023         16.026          0.000          0.000
   151     5    31  2018      13     130  aqu130                   10.258          2.922        353.484         14.312          0.716          2.217          8.050          0.000          0.500          0.000          9.448          5.813          0.246          0.017         10.258          0.000          0.000
   151     5    31  2018      14     140  aqu140                    0.000          3.290        335.429          2.562          0.128          2.217          2.692          0.000          0.500          0.000          2.964          1.943          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      15     150  aqu150                    0.316          3.016        349.087          5.479          0.274          2.316          1.992          0.000          0.500          0.000          1.922          1.438          0.002          0.002          0.316          0.000          0.000
   151     5    31  2018      16     160  aqu160                    0.000          3.153        342.267          4.889          0.244          2.316          3.235          0.000          0.500          0.000          3.661          2.336          0.000          0.002          0.000          0.000          0.000
   151     5    31  2018      17     170  aqu170                    0.000          3.308        334.518          2.143          0.107          2.316          1.722          0.000          0.500          0.000          1.692          1.243          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      18     180  aqu180                    0.000          3.347        332.558          1.243          0.062          2.285          2.220          0.000          0.500          0.000          1.840          1.603          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      19     190  aqu190                    0.000          3.327        333.569          1.532          0.077          2.285          1.905          0.000          0.500          0.000          2.075          1.376          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      20     200  aqu200                    0.000          3.285        335.687          3.458          0.173          2.039          2.080          0.000          0.500          0.000          2.864          1.502          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      21     210  aqu210                    0.000          3.310        334.434          1.623          0.081          2.286          1.803          0.000          0.500          0.000          1.531          1.302          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      22     220  aqu220                    0.000          3.305        334.661          1.611          0.081          2.325          1.336          0.000          0.500          0.000          1.530          0.964          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      23     230  aqu230                    0.000          3.325        333.675          1.321          0.066          2.039          0.965          0.000          0.500          0.000          1.556          0.697          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      24     240  aqu240                    0.000          3.374        331.232          1.079          0.054          2.206          1.296          0.000          0.500          0.000          1.656          0.935          0.000          0.000          0.000          0.000          0.000
   151     5    31  2018      25     250  aqu250                    0.000          3.257        337.069          3.208          0.160          2.194          3.022          0.000          0.500          0.000          3.314          2.182          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      26     260  aqu260                    0.000          3.194        340.230          2.942          0.147          2.138          2.610          0.000          0.500          0.000          2.698          1.884          0.000          0.001          0.000          0.000          0.000
   151     5    31  2018      27     270  aqu270                    0.000          3.180        340.930          4.211          0.211          2.194          4.036          0.000          0.500          0.000          4.329          2.914          0.000          0.003          0.000          0.000          0.000
   151     5    31  2018      28       2  aqu_deep002               0.000         19.987       2400.405          0.125          0.000          0.000          0.001          0.000          0.500          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000
   181     6    30  2018       1      10  aqu010                    2.298          2.997        349.950          4.361          0.218          2.851          2.525          0.000          0.500          0.000          1.072          1.764          0.018          0.002          2.298          0.000          0.000
   181     6    30  2018       2      20  aqu020                    0.000          3.185        340.673          1.928          0.096          2.851          2.137          0.000          0.500          0.000          0.850          1.493          0.000          0.001          0.000          0.000          0.000
